V-wind,z
m/s,m
0.243146603,6.181318681
0.271752086,1481.456044
0.271752086,1493.818681
0.286054827,1469.093407
0.300357569,1456.730769
0.31466031,1436.126374
0.31466031,1446.428571
0.343265793,1429.945055
0.350417163,1419.642857
0.350417163,1421.703297
0.350417163,1423.763736
0.350417163,1425.824176
0.350417163,1427.884615
0.357568534,8.241758242
0.364719905,1403.159341
0.364719905,1405.21978
0.364719905,1407.28022
0.371871275,1401.098901
0.386174017,1388.736264
0.393325387,1378.434066
0.393325387,1380.494505
0.393325387,1382.554945
0.393325387,1384.615385
0.393325387,1386.675824
0.400476758,1376.373626
0.407628129,1364.010989
0.407628129,1366.071429
0.407628129,1368.131868
0.407628129,1370.192308
0.407628129,1372.252747
0.407628129,1374.313187
0.42193087,1345.467033
0.42193087,1347.527473
0.42193087,1349.587912
0.429082241,1343.406593
0.436233611,1324.862637
0.436233611,1326.923077
0.436233611,1328.983516
0.436233611,1331.043956
0.443384982,1320.741758
0.443384982,1322.802198
0.450536353,1306.318681
0.450536353,1308.379121
0.450536353,1310.43956
0.450536353,1312.5
0.450536353,1314.56044
0.450536353,1316.620879
0.450536353,1318.681319
0.464839094,1287.774725
0.464839094,1289.835165
0.464839094,1291.895604
0.464839094,1293.956044
0.479141836,1265.10989
0.479141836,1267.17033
0.479141836,1269.230769
0.479141836,1271.291209
0.479141836,1273.351648
0.479141836,1275.412088
0.486293206,10.3021978
0.486293206,1260.989011
0.486293206,1263.049451
0.493444577,1250.686813
0.493444577,1252.747253
0.493444577,1254.807692
0.493444577,1256.868132
0.493444577,1258.928571
0.507747318,1232.142857
0.507747318,1234.203297
0.507747318,1236.263736
0.514898689,1230.082418
0.514898689,1238.324176
0.52205006,1211.538462
0.52205006,1213.598901
0.52205006,1215.659341
0.52205006,1217.71978
0.52920143,1209.478022
0.536352801,1195.054945
0.536352801,1197.115385
0.536352801,1199.175824
0.536352801,1201.236264
0.536352801,1203.296703
0.536352801,1205.357143
0.536352801,1207.417582
0.543504172,1192.994505
0.550655542,1178.571429
0.550655542,1180.631868
0.557806913,1174.450549
0.557806913,1176.510989
0.572109654,1162.087912
0.579261025,1151.785714
0.579261025,1153.846154
0.579261025,1155.906593
0.579261025,1157.967033
0.579261025,1160.027473
0.586412396,1149.725275
0.593563766,1139.423077
0.593563766,1141.483516
0.593563766,1143.543956
0.593563766,1145.604396
0.593563766,1147.664835
0.600715137,10.3021978
0.600715137,1137.362637
0.622169249,1118.818681
0.622169249,1120.879121
0.622169249,1122.93956
0.622169249,1125
0.643623361,1104.395604
0.643623361,1106.456044
0.650774732,1094.093407
0.650774732,1096.153846
0.650774732,1098.214286
0.650774732,1100.274725
0.650774732,1102.335165
0.657926103,1092.032967
0.665077473,1081.730769
0.665077473,1083.791209
0.665077473,1085.851648
0.665077473,1087.912088
0.665077473,1089.972527
0.686531585,1061.126374
0.686531585,1067.307692
0.686531585,1069.368132
0.693682956,1063.186813
0.693682956,1065.247253
0.707985697,1044.642857
0.707985697,1046.703297
0.707985697,1048.763736
0.715137068,1042.582418
0.715137068,1050.824176
0.722288439,1032.28022
0.722288439,1034.340659
0.722288439,1036.401099
0.722288439,1038.461538
0.722288439,1040.521978
0.729439809,14.42307692
0.729439809,1030.21978
0.73659118,1024.038462
0.73659118,1026.098901
0.73659118,1028.159341
0.750893921,1005.494505
0.750893921,1007.554945
0.750893921,1009.615385
0.750893921,1011.675824
0.765196663,989.010989
0.765196663,991.0714286
0.765196663,993.1318681
0.772348033,984.8901099
0.772348033,986.9505495
0.779499404,968.4065934
0.779499404,970.467033
0.779499404,972.5274725
0.779499404,974.5879121
0.779499404,976.6483516
0.779499404,978.7087912
0.779499404,980.7692308
0.779499404,982.8296703
0.793802145,949.8626374
0.793802145,951.9230769
0.793802145,953.9835165
0.793802145,956.043956
0.800953516,937.5
0.808104887,916.8956044
0.808104887,918.956044
0.808104887,921.0164835
0.808104887,923.0769231
0.808104887,925.1373626
0.808104887,927.1978022
0.808104887,929.2582418
0.808104887,931.3186813
0.808104887,933.3791209
0.808104887,935.4395604
0.815256257,910.7142857
0.815256257,914.8351648
0.822407628,912.7747253
0.829558999,14.42307692
0.829558999,892.1703297
0.829558999,896.2912088
0.829558999,898.3516484
0.836710369,894.2307692
0.84386174,879.8076923
0.851013111,869.5054945
0.851013111,871.5659341
0.851013111,873.6263736
0.851013111,875.6868132
0.851013111,877.7472527
0.858164482,867.4450549
0.865315852,855.0824176
0.865315852,857.1428571
0.865315852,859.2032967
0.865315852,861.2637363
0.865315852,863.3241758
0.865315852,865.3846154
0.886769964,842.7197802
0.893921335,836.5384615
0.893921335,838.5989011
0.893921335,840.6593407
0.915375447,824.1758242
0.922526818,815.9340659
0.922526818,817.9945055
0.922526818,820.0549451
0.922526818,822.1153846
0.936829559,807.6923077
0.936829559,809.7527473
0.936829559,811.8131868
0.936829559,813.8736264
0.94398093,16.48351648
0.9511323,799.4505495
0.9511323,801.510989
0.9511323,803.5714286
0.9511323,805.6318681
0.979737783,780.9065934
0.979737783,782.967033
0.979737783,785.0274725
0.979737783,787.0879121
1.008343266,762.3626374
1.008343266,764.4230769
1.008343266,766.4835165
1.008343266,768.543956
1.015494636,760.3021978
1.022646007,750
1.022646007,752.0604396
1.022646007,754.1208791
1.022646007,756.1813187
1.022646007,758.2417582
1.029797378,747.9395604
1.036948749,743.8186813
1.036948749,745.8791209
1.044100119,18.54395604
1.05125149,727.3351648
1.05125149,729.3956044
1.05125149,731.456044
1.058402861,725.2747253
1.079856973,708.7912088
1.079856973,710.8516484
1.079856973,712.9120879
1.087008343,706.7307692
1.094159714,698.489011
1.094159714,700.5494505
1.094159714,702.6098901
1.094159714,704.6703297
1.108462455,690.2472527
1.108462455,692.3076923
1.108462455,694.3681319
1.108462455,696.4285714
1.122765197,688.1868132
1.144219309,675.8241758
1.151370679,669.6428571
1.151370679,671.7032967
1.151370679,673.7637363
1.179976162,653.1593407
1.179976162,655.2197802
1.179976162,657.2802198
1.194278903,646.978022
1.194278903,649.0384615
1.194278903,651.0989011
1.201430274,18.54395604
1.201430274,644.9175824
1.208581645,638.7362637
1.208581645,640.7967033
1.208581645,642.8571429
1.222884386,632.5549451
1.222884386,634.6153846
1.222884386,636.6758242
1.251489869,616.0714286
1.251489869,618.1318681
1.251489869,620.1923077
1.25864124,614.010989
1.26579261,599.5879121
1.26579261,601.6483516
1.272943981,597.5274725
1.280095352,587.2252747
1.280095352,589.2857143
1.280095352,591.3461538
1.280095352,593.4065934
1.280095352,595.467033
1.287246722,585.1648352
1.294398093,564.5604396
1.294398093,576.9230769
1.294398093,578.9835165
1.294398093,581.043956
1.294398093,583.1043956
1.301549464,558.3791209
1.301549464,560.4395604
1.301549464,562.5
1.308700834,541.8956044
1.308700834,543.956044
1.308700834,546.0164835
1.323003576,531.5934066
1.323003576,533.6538462
1.323003576,535.7142857
1.323003576,537.7747253
1.323003576,539.8351648
1.330154946,22.66483516
1.337306317,521.2912088
1.337306317,523.3516484
1.337306317,525.4120879
1.337306317,527.4725275
1.337306317,529.532967
1.3659118,502.7472527
1.3659118,504.8076923
1.3659118,506.8681319
1.3659118,508.9285714
1.394517282,488.3241758
1.394517282,490.3846154
1.408820024,482.1428571
1.408820024,484.2032967
1.408820024,486.2637363
1.423122765,473.9010989
1.423122765,475.9615385
1.423122765,478.021978
1.423122765,480.0824176
1.430274136,28.84615385
1.437425507,467.7197802
1.437425507,469.7802198
1.437425507,471.8406593
1.444576877,465.6593407
1.466030989,453.2967033
1.47318236,35.02747253
1.480333731,447.1153846
1.480333731,449.1758242
1.480333731,451.2362637
1.508939213,432.6923077
1.508939213,434.7527473
1.523241955,424.4505495
1.523241955,426.510989
1.523241955,428.5714286
1.523241955,430.6318681
1.537544696,418.2692308
1.537544696,420.3296703
1.537544696,422.3901099
1.551847437,412.0879121
1.551847437,414.1483516
1.551847437,416.2087912
1.558998808,43.26923077
1.573301549,45.32967033
1.58045292,397.6648352
1.587604291,399.7252747
1.594755662,47.39010989
1.594755662,393.543956
1.594755662,395.6043956
1.616209774,49.45054945
1.616209774,381.1813187
1.623361144,375
1.623361144,377.0604396
1.623361144,379.1208791
1.630512515,51.51098901
1.630512515,372.9395604
1.637663886,366.7582418
1.637663886,368.8186813
1.637663886,370.8791209
1.644815256,53.57142857
1.651966627,55.63186813
1.651966627,358.5164835
1.651966627,360.5769231
1.651966627,362.6373626
1.651966627,364.6978022
1.659117998,356.456044
1.68057211,342.032967
1.68057211,344.0934066
1.68772348,339.9725275
1.694874851,337.9120879
1.709177592,325.5494505
1.716328963,323.489011
1.723480334,63.87362637
1.723480334,65.93406593
1.723480334,313.1868132
1.723480334,315.2472527
1.723480334,317.3076923
1.723480334,319.3681319
1.723480334,321.4285714
1.730631704,70.05494505
1.730631704,311.1263736
1.737783075,67.99450549
1.737783075,300.8241758
1.737783075,302.8846154
1.737783075,304.9450549
1.737783075,307.0054945
1.737783075,309.0659341
1.752085816,288.4615385
1.759237187,286.4010989
1.766388558,282.2802198
1.766388558,284.3406593
1.773539928,267.8571429
1.773539928,269.9175824
1.780691299,253.4340659
1.780691299,255.4945055
1.780691299,257.5549451
1.780691299,259.6153846
1.780691299,261.6758242
1.780691299,263.7362637
1.780691299,265.7967033
1.78784267,78.2967033
1.78784267,251.3736264
1.794994041,80.35714286
1.794994041,245.1923077
1.794994041,247.2527473
1.794994041,249.3131868
1.802145411,82.41758242
1.809296782,84.47802198
1.809296782,230.7692308
1.816448153,232.8296703
1.823599523,86.53846154
1.823599523,226.6483516
1.823599523,228.7087912
1.830750894,88.5989011
1.837902265,90.65934066
1.837902265,212.2252747
1.845053635,210.1648352
1.845053635,214.2857143
1.852205006,92.71978022
1.852205006,201.9230769
1.852205006,203.9835165
1.852205006,206.043956
1.852205006,208.1043956
1.859356377,94.78021978
1.859356377,199.8626374
1.866507747,96.84065934
1.866507747,98.9010989
1.866507747,191.6208791
1.866507747,193.6813187
1.866507747,195.7417582
1.866507747,197.8021978
1.873659118,100.9615385
1.873659118,187.5
1.880810489,189.5604396
1.89511323,113.3241758
1.89511323,115.3846154
1.89511323,117.4450549
1.89511323,171.0164835
1.89511323,173.0769231
1.89511323,175.1373626
1.902264601,119.5054945
1.902264601,168.956044
1.902264601,177.1978022
1.909415971,148.3516484
1.909415971,150.4120879
1.909415971,152.4725275
1.909415971,154.532967
1.909415971,156.5934066
1.916567342,144.2307692
1.916567342,146.2912088
1.923718713,131.8681319
1.923718713,133.9285714
1.923718713,135.989011
1.923718713,138.0494505
1.923718713,140.1098901
1.923718713,142.1703297
